1:< proc ,101 >
规约	当前待输入: else begin a = 1 ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: begin a = 1 ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: a = 1 ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: = 1 ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: 1 ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> num
规约	当前待输入: ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: ; end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S -> id = E ;
规约	当前待输入: end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S3 -> S
规约	当前待输入: end while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S2 -> begin S3 end
规约	当前待输入: while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S2 -> if B then S1 else S2
规约	当前待输入: while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S -> S2
规约	当前待输入: while true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: true do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B2 -> true
规约	当前待输入: do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B1 -> B2
规约	当前待输入: do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B -> B1
规约	当前待输入: do begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: begin if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: if i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: i <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
规约	当前待输入: <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: <= 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

R -> <=
规约	当前待输入: 3 then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> num
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B2 -> E R E
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B1 -> B2
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B -> B1
规约	当前待输入: then begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: begin sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: sum = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: = sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: sum + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
规约	当前待输入: + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: + a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: a [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: [ i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: i ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
规约	当前待输入: ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: ] ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

L -> id [ E ]
规约	当前待输入: ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> L
规约	当前待输入: ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E + E1
规约	当前待输入: ; end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S -> id = E ;
规约	当前待输入: end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S3 -> S
规约	当前待输入: end if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S0 -> begin S3 end
规约	当前待输入: if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S2 -> if B then S0
规约	当前待输入: if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

S -> S2
规约	当前待输入: if a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: a [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: [ i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: i ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
规约	当前待输入: ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: ] > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

L -> id [ E ]
规约	当前待输入: > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> L
规约	当前待输入: > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: > max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

R -> >
规约	当前待输入: max then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E1 -> E2
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E -> E1
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B2 -> E R E
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B1 -> B2
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

B -> B1
规约	当前待输入: then begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: begin max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: max = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: = a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: a [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: [ i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: i ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

移入	当前待输入: ] ; end if a [ i ] < min then begin min = a [ i ] ; end else begin call fuction ( b , c , d ) end i = i + 1 ; avg = sum * 1 ; end a [ 1 ] ] >= 1 ; ; if i <= < 3 then begin a = a + 1 ; end # 

E2 -> id
